period,total_smells_found_sum,total_smells_found_mean,smell_density_mean,smells_introduced_sum,smells_removed_sum,project_cyclomatic_complexity_last,project_cyclomatic_complexity_mean,commit_cyclomatic_complexity_mean,files_changed_sum,files_changed_mean,LOC_added_sum,LOC_deleted_sum,is_bug_fix_sum,bug_fixing_sum,total_commits,complexity_delta,complexity_growth_rate,change_intensity,loc_churn,bugfix_commits,bugfix_ratio,smell_introduction_rate,smell_removal_rate,net_smell_change,period_num
2023Q1,0,0.0,0.0,0,0,8185.0,8144.0,82.54545454545455,57,1.7272727272727273,740,313,28,14,33,74.0,0.00912341264948835,1.7272727272727273,31.90909090909091,42,1.2727272727272727,0.0,0.0,0,13
2023Q2,0,0.0,0.0,0,0,8229.0,8204.92857142857,78.21428571428571,47,1.6785714285714286,418,119,16,8,28,44.0,0.005375687232742822,1.6785714285714286,19.178571428571427,24,0.8571428571428571,0.0,0.0,0,14
2023Q3,0,0.0,0.0,0,0,8238.0,8235.0,195.0,47,4.2727272727272725,167,81,9,7,11,9.0,0.001093693036820999,4.2727272727272725,22.545454545454547,16,1.4545454545454546,0.0,0.0,0,15
2023Q4,0,0.0,0.0,0,0,8244.0,8240.333333333334,65.16666666666667,6,1.0,39,25,4,3,6,6.0,0.0007283321194464676,1.0,10.666666666666666,7,1.1666666666666667,0.0,0.0,0,16
2024Q1,0,0.0,0.0,0,0,8329.0,8309.8,329.7,149,14.9,797,189,6,4,10,85.0,0.010310528869480834,14.9,98.6,10,1.0,0.0,0.0,0,17
2024Q2,2,0.16666666666666666,2.8263437851526504e-06,0,0,8335.0,8331.166666666666,283.75,67,5.583333333333333,360,506,6,5,12,6.0,0.0007203745947892904,5.583333333333333,72.16666666666667,11,0.9166666666666666,0.0,0.0,0,18
2024Q3,0,0.0,0.0,0,0,8341.0,8338.4,58.6,6,1.2,53,2,2,2,5,6.0,0.0007198560287942411,1.2,11.0,4,0.8,0.0,0.0,0,19
2024Q4,2,0.2222222222222222,3.7653933988888327e-06,0,0,8341.0,8341.111111111111,69.77777777777777,14,1.5555555555555556,35,17,4,3,9,0.0,0.0,1.5555555555555556,5.777777777777778,7,0.7777777777777778,0.0,0.0,0,20
2025Q1,0,0.0,0.0,0,0,8341.0,8341.0,28.0,1,1.0,3,1,0,0,1,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0,21
2025Q2,0,0.0,0.0,0,0,8344.0,8342.0,75.33333333333333,6,2.0,50,37,3,3,3,3.0,0.00035966910442392997,2.0,29.0,6,2.0,0.0,0.0,0,22
