period,total_smells_found_sum,total_smells_found_mean,smell_density_mean,smells_introduced_sum,smells_removed_sum,project_cyclomatic_complexity_last,project_cyclomatic_complexity_mean,commit_cyclomatic_complexity_mean,files_changed_sum,files_changed_mean,LOC_added_sum,LOC_deleted_sum,is_bug_fix_sum,bug_fixing_sum,total_commits,complexity_delta,complexity_growth_rate,change_intensity,loc_churn,bugfix_commits,bugfix_ratio,smell_introduction_rate,smell_removal_rate,net_smell_change,period_num
2021Q2,98,0.35,0.0007741362014488684,0,0,4784.0,4553.467857142857,88.56785714285714,613,2.1892857142857145,11184,4892,87,87,280,378.0,0.08579210167952792,2.1892857142857145,57.41428571428571,174,0.6214285714285714,0.0,0.0,0,10
2021Q3,530,1.2679425837320575,0.003063873511615853,0,0,4886.0,4878.315789473684,102.17464114832536,748,1.7894736842105263,11153,8744,150,149,418,102.0,0.021321070234113712,1.7894736842105263,47.600478468899524,299,0.715311004784689,0.0,0.0,0,11
2021Q4,729,3.0375,0.003351189017768722,0,0,4911.0,4882.808333333333,162.32083333333333,390,1.625,16401,7934,80,80,240,25.0,0.005116659844453541,1.625,101.39583333333333,160,0.6666666666666666,0.0,0.0,0,12
2022Q1,1644,6.180451127819549,0.004797715516412926,0,0,5271.0,5009.011278195489,204.33834586466165,498,1.8721804511278195,21156,18296,85,83,266,360.0,0.07330482590103848,1.8721804511278195,148.31578947368422,168,0.631578947368421,0.0,0.0,0,13
2022Q2,1696,4.750700280112045,0.006215353442323175,0,0,6168.0,5673.697478991597,142.30532212885154,880,2.4649859943977592,45134,35885,91,94,357,897.0,0.17017643710870803,2.4649859943977592,226.9439775910364,185,0.5182072829131653,0.0,0.0,0,14
2022Q3,3102,4.908227848101266,0.00698309386847642,0,0,7680.0,6941.150316455696,91.85126582278481,1166,1.8449367088607596,81290,31703,149,150,632,1512.0,0.245136186770428,1.8449367088607596,178.78639240506328,299,0.47310126582278483,0.0,0.0,0,15
2022Q4,2796,7.28125,0.009714703358602488,0,0,8265.0,8128.510416666667,133.11197916666666,1286,3.3489583333333335,126671,55542,120,117,384,585.0,0.076171875,3.3489583333333335,474.5130208333333,237,0.6171875,0.0,0.0,0,16
2023Q1,2217,3.9238938053097345,0.012168757558905308,0,0,11056.0,9505.438938053097,68.58938053097346,1301,2.302654867256637,138797,44241,138,134,565,2791.0,0.33768905021173623,2.302654867256637,323.96106194690265,272,0.4814159292035398,0.0,0.0,0,17
2023Q2,4748,4.1394943330427205,0.018493982166583777,0,0,14240.0,12826.224934612032,67.81952920662599,2056,1.7925021795989537,212369,47276,247,243,1147,3184.0,0.28798842257597684,1.7925021795989537,226.36878814298169,490,0.4272013949433304,0.0,0.0,0,18
2023Q3,2265,3.3259911894273126,0.009204201025108464,0,0,15801.0,14953.34214390602,72.24082232011747,1118,1.6417033773861969,199266,37813,167,165,681,1561.0,0.10962078651685393,1.6417033773861969,348.1336270190896,332,0.48751835535976507,0.0,0.0,0,19
2023Q4,4469,4.11889400921659,0.010354329241159086,0,0,21277.0,18363.188940092165,78.44516129032257,2623,2.4175115207373272,370438,129701,288,294,1085,5476.0,0.3465603442820075,2.4175115207373272,460.95760368663593,582,0.5364055299539171,0.0,0.0,0,20
2024Q1,2462,4.680608365019012,0.0089506402522117,0,0,21654.0,21321.722433460076,81.55893536121673,1087,2.0665399239543727,117412,65956,105,112,526,377.0,0.017718663345396436,2.0665399239543727,348.6083650190114,217,0.41254752851711024,0.0,0.0,0,21
2024Q2,2268,5.438848920863309,0.008772295555375747,0,0,22510.0,22079.973621103116,88.88968824940048,1264,3.031175059952038,53908,32269,96,99,417,856.0,0.03953080262307195,3.031175059952038,206.65947242206235,195,0.4676258992805755,0.0,0.0,0,22
2024Q3,534,3.682758620689655,0.006122091089886657,0,0,23288.0,22950.17931034483,107.66896551724138,408,2.8137931034482757,15337,8322,50,49,145,778.0,0.03456241670368725,2.8137931034482757,163.16551724137932,99,0.6827586206896552,0.0,0.0,0,23
2024Q4,1568,7.8793969849246235,0.006965775459074265,0,0,26040.0,24598.175879396986,179.10552763819095,991,4.9798994974874375,34728,7654,46,46,199,2752.0,0.1181724493301271,4.9798994974874375,212.9748743718593,92,0.4623115577889447,0.0,0.0,0,24
2025Q1,599,4.074829931972789,0.004536411813556231,0,0,27408.0,26507.340136054423,131.16326530612244,443,3.0136054421768708,15854,5602,36,36,147,1368.0,0.052534562211981564,3.0136054421768708,145.9591836734694,72,0.4897959183673469,0.0,0.0,0,25
2025Q2,1777,10.76969696969697,0.00515403036569753,0,0,30921.0,29087.68484848485,274.23636363636365,1017,6.163636363636364,40093,22206,46,46,165,3513.0,0.12817425569176882,6.163636363636364,377.56969696969696,92,0.5575757575757576,0.0,0.0,0,26
